#Classification	S-3-POLPIL-B_bracken_O.kreport
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	142
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	13
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	13
k__Bacteria|p__Cyanobacteria	11380
k__Bacteria|p__Cyanobacteria|o__Nostocales	11359
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	12
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	5
k__Bacteria|p__Cyanobacteria|o__Synechococcales	3
k__Bacteria|p__Firmicutes	388
k__Bacteria|p__Firmicutes|c__Bacilli	388
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	388
k__Bacteria|p__Chloroflexi	273
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	273
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	273
k__Bacteria|p__Armatimonadetes	4
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	3
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	3
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	1
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	1
k__Bacteria|p__Acidobacteria	17502
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	17502
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	17489
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	13
k__Bacteria|p__Bacteroidetes	6443
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	6380
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	6380
k__Bacteria|p__Bacteroidetes|c__Cytophagia	43
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	43
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	18
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	18
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1
k__Bacteria|p__Gemmatimonadetes	1096
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	1096
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	1096
k__Bacteria|p__Planctomycetes	1712
k__Bacteria|p__Planctomycetes|c__Planctomycetia	1683
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	767
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	568
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	348
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	29
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Tepidisphaerales	10
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales	18
k__Bacteria|p__Verrucomicrobia	45
k__Bacteria|p__Verrucomicrobia|c__Opitutae	41
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	41
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	4
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	4
k__Bacteria|p__Chlamydiae	8
k__Bacteria|p__Chlamydiae|c__Chlamydiia	8
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	8
k__Eukaryota	4424
k__Eukaryota|k__Metazoa	2172
k__Eukaryota|k__Metazoa|p__Chordata	2172
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2172
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	2172
k__Eukaryota|k__Fungi	961
k__Eukaryota|k__Fungi|p__Ascomycota	935
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	576
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	576
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	174
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	174
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	129
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	125
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	55
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales	55
k__Eukaryota|k__Fungi|p__Basidiomycota	25
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	18
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	18
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	7
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	7
k__Eukaryota|k__Viridiplantae	1290
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1282
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1236
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	1236
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	46
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	38
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Brassicales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Celastrales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Apiales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Proteales	5
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	7
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae	7
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae|o__Chlamydomonadales	7
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	2
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	2
